,DOI,Title,Abstract,Date,Journal,catalyst,reactant,Method,Product
69,10.1016/j.carbon.2020.09.057,Highly efficient conversion of waste plastic into thin carbon nanosheets for superior capacitive energy storage,"The wide application of carbon nanosheets (CNS) is still restricted by low production. Meanwhile, the accumulation of waste plastic generates serious environmental pollution. Nowadays, the conversion of waste plastic into two-dimensional CNS is regarded as a promising way to address these issues due to the high carbon content of waste plastic. However, this conversion process is still impeded by low-efficient catalysts so far. Herein, the highly efficient carbonization of waste polypropylene (PP) into CNS is achieved using a combined catalyst of ferrocene and sulfur. The carbonization process in sealed space ensures an ultrahigh carbon yield (62.8%) and a thin thickness (4–4.5 nm) of as-prepared CNS, even though little catalyst is used. After activation, the activated carbon nanosheets (ACNS) show a well-defined hierarchical porous structure with a large specific surface area (3200 m2 g−1) and a big pore volume (3.71 cm3 g−1). The ACNS based electrode delivers a high specific capacitance of 349 F g−1 at 0.5 A g−1. The fabricated symmetric supercapacitor manifests a high energy density of 23 Wh kg−1 at 225 W kg−1. These findings provide a reference for the efficient conversion of waste plastic into energy storage materials.",January 2021,Carbon,"['sulfur', 'ferrocene']","['waste plastic', 'waste polypropylene']","['conversion', 'conversion', 'conversion process', 'efficient conversion']","['low production', 'high energy density', 'energy storage materials']"
70,10.1016/j.apcatb.2022.121143,Photoreforming of plastic waste poly (ethylene terephthalate) via in-situ derived CN-CNTs-NiMo hybrids,"Photoreforming of plastic waste is a novel approach, which can not only degrade plastic waste into valuable chemicals, but also produce high-energy-density hydrogen fuels. Here, we developed an in-situ derived carbon nitride-carbon nanotubes-NiMo hybrids via NiMo-assisted catalysis route, which works as an efficient and stable photocatalyst for plastics photoreforming. The strong π-π interaction between in-situ derived CNTs and CN promotes electron transfer, increases carrier lifetime and improves photocatalytic activity. The DFT calculations and single-particle PL quenching phenomenon confirmed the strong interface effect and charge transport for CN-CNTs-NM. In addition, the strong interaction between photocatalyst and ethylene glycol in plastics was observed in situ by single-particle PL. This work provides a smart strategy of utilizing in-situ derived π-π interaction as well as direct evidence of the charge transfer from the photocatalysts to ethylene glycol, which provides guidance for the rational design of highly efficient photocatalysts for plastics photoreforming.",15 June 2022,Applied Catalysis B: Environmental,['NiMo-assisted'],"['plastic waste', 'plastics photoreforming', 'plastics']","['Photoreforming', 'reforming', 'plastics photoreforming']","['high-energy-density hydrogen fuels', 'ethylene glycol']"
71,10.1016/j.apcatb.2022.121300,Synthesis of acidic MIL-125 from plastic waste: Significant contribution of N orbital for efficient photocatalytic degradation of chlorobenzene and toluene,"Development of efficient and stable catalyst for the degradation of chlorinated volatile organic compounds (VOCs) is a hot research topic. In this study, we used plastic-based terephthalic acid for the synthesis of MIL-125, which further modified by the -NH2 and -NO2 groups. DFT calculations revealed that the N orbitals had an important contribution in reducing the band gap, leading to easier hydrogen absorption and high electron transfer efficiency. Optical studies, XPS, TRES, NH3-TPD and pyridine IR further demonstrated that the amino modification promoted the visible absorption range and acidity of MIL-125 in comparison to the nitro modification, resulting in efficient catalytic degradation of chlorobenzene and toluene, even in the presence of water. This work provides an economically feasible strategy for modifying metal organic frameworks (MOFs) and suggests the possible VOCs degradation pathways with EPR, in situ FTIR, GC-MS and TG-MS analysis.",5 August 2022,Applied Catalysis B: Environmental,['pyridine'],['plastic-based terephthalic acid'],"['degradation', 'degradation', 'efficient catalytic degradation', 'possible VOCs degradation pathways']",['plastic-based terephthalic acid']
72,10.1016/j.eti.2021.101455,Thermal and catalytic pyrolysis of waste polypropylene plastic using spent FCC catalyst,"Waste polypropylene plastic (WPP) is an enormous volume of plastics in the landfill in Nigeria. It causes serious environmental problems, such as reduced landfill space and pollution. We made WPP plastic undergo pyrolysis using a batch reactor subjected to temperatures variation of 300 °C, 350 °C, 375 °C, 400 °C, and the spent fluid catalytic cracking (FCC) catalyst used were 5, 7.5, and 10 wt% catalyst. We heated the reactor at a rate of 15 °C/min. until it reaches the pyrolysis temperature of 400 °C at atmospheric pressure. We investigated the influence of the FCC catalyst, reaction temperatures, and catalyst to plastic ratio. We characterized the pyrolysis liquid oil using density, pour point, API gravity, flash point, viscosity, calorific value, carbon residue, ATSM distillation, and GC–MS. The thermal pyrolysis produced maximum liquid oil (83.3 wt%) with gases (13.2 wt%), and char (3.0 wt%), while the catalytic pyrolysis using 0.1 catalyst to plastic ratio decreased the liquid oil yield (77.6 wt%), and char (2.7 wt%), with an increase in gases (19.7 wt%). The GC–MS results of the catalytic pyrolysis of liquid oil showed that the liquid fractions comprised a wide range of hydrocarbon, mainly distributed within C4 to > C17. The paraffin, olefins, naphthalene, and aromatics yield were 30.83%, 44.6%. 19.44%, and 5.13%, respectively. The liquid oil’s fuel properties were like that of gasoline and diesel.",May 2021,Environmental Technology & Innovation,['naphthalene'],"['Waste polypropylene plastic', 'plastics', 'WPP plastic undergo pyrolysis', 'plastic ratio']","['pyrolysis', 'WPP plastic undergo pyrolysis', 'pyrolysis temperature', 'pyrolysis liquid oil', 'The thermal pyrolysis', 'catalytic pyrolysis', 'thermal']","['pyrolysis liquid oil', 'maximum liquid oil', 'liquid oil yield', 'liquid oil', 'The liquid oil’s fuel properties']"
73,10.1016/j.carbon.2020.09.057,Highly efficient conversion of waste plastic into thin carbon nanosheets for superior capacitive energy storage,"The wide application of carbon nanosheets (CNS) is still restricted by low production. Meanwhile, the accumulation of waste plastic generates serious environmental pollution. Nowadays, the conversion of waste plastic into two-dimensional CNS is regarded as a promising way to address these issues due to the high carbon content of waste plastic. However, this conversion process is still impeded by low-efficient catalysts so far. Herein, the highly efficient carbonization of waste polypropylene (PP) into CNS is achieved using a combined catalyst of ferrocene and sulfur. The carbonization process in sealed space ensures an ultrahigh carbon yield (62.8%) and a thin thickness (4–4.5 nm) of as-prepared CNS, even though little catalyst is used. After activation, the activated carbon nanosheets (ACNS) show a well-defined hierarchical porous structure with a large specific surface area (3200 m2 g−1) and a big pore volume (3.71 cm3 g−1). The ACNS based electrode delivers a high specific capacitance of 349 F g−1 at 0.5 A g−1. The fabricated symmetric supercapacitor manifests a high energy density of 23 Wh kg−1 at 225 W kg−1. These findings provide a reference for the efficient conversion of waste plastic into energy storage materials.",January 2021,Carbon,"['sulfur', 'ferrocene']","['waste plastic', 'waste polypropylene']","['conversion', 'conversion', 'conversion process', 'efficient conversion']","['low production', 'high energy density', 'energy storage materials']"
74,10.1016/j.apcatb.2022.121143,Photoreforming of plastic waste poly (ethylene terephthalate) via in-situ derived CN-CNTs-NiMo hybrids,"Photoreforming of plastic waste is a novel approach, which can not only degrade plastic waste into valuable chemicals, but also produce high-energy-density hydrogen fuels. Here, we developed an in-situ derived carbon nitride-carbon nanotubes-NiMo hybrids via NiMo-assisted catalysis route, which works as an efficient and stable photocatalyst for plastics photoreforming. The strong π-π interaction between in-situ derived CNTs and CN promotes electron transfer, increases carrier lifetime and improves photocatalytic activity. The DFT calculations and single-particle PL quenching phenomenon confirmed the strong interface effect and charge transport for CN-CNTs-NM. In addition, the strong interaction between photocatalyst and ethylene glycol in plastics was observed in situ by single-particle PL. This work provides a smart strategy of utilizing in-situ derived π-π interaction as well as direct evidence of the charge transfer from the photocatalysts to ethylene glycol, which provides guidance for the rational design of highly efficient photocatalysts for plastics photoreforming.",15 June 2022,Applied Catalysis B: Environmental,['NiMo-assisted'],"['plastic waste', 'plastics photoreforming', 'plastics']","['Photoreforming', 'reforming', 'plastics photoreforming']","['high-energy-density hydrogen fuels', 'ethylene glycol']"
75,10.1016/j.arabjc.2022.104389,Co-pyrolysis of biomass and waste plastics for production of chemicals and liquid fuel: A review on the role of plastics and catalyst types,"The increasing global fuel consumption and growing environmental concerns are the impetuses to explore alternative energy that is clean and renewable for fuel production. Converting biomass and plastic waste into high-value fuel and chemicals via co-pyrolysis technique may provide a sustainable remediation to this problem. This review critically discussed the influence of various types of plastic wastes as co-reactant in co-pyrolysis with biomass on the product distribution, synergistic effect, and quality of bio-oil. The outcome of this review revealed that the addition of plastic enhanced the yield and quality of bio-oil and inhibited the production of oxygenated compound and coke formation. Next, the critical role of zeolite-based catalyst (microporous, mesoporous, hierarchical, and metal modified zeolite) and low-cost mineral-based catalyst in upgrading the yield and quality of liquid fuel were compared and discussed. The characteristic, synthesis method, strength, and limitation of each catalyst in upgrading the products were summarized. Hierarchical zeolites can resolve the problems of mass transfer, and diffusion limitation of large molecules into active sites associated with conventional zeolite due to the combination of two levels of porosity. Finally, the potential challenges and future directions for this technique were also suggested.",January 2023,Arabian Journal of Chemistry,"['zeolite-based', 'zeolite', 'zeolites']","['biomass plastic waste', 'plastic wastes', 'plastic']","['pyrolysis', 'co-pyrolysis technique']","['fuel production', 'alternative energy', 'product distribution', 'oil', 'production', 'products']"
76,10.1016/j.arabjc.2022.104389,Co-pyrolysis of biomass and waste plastics for production of chemicals and liquid fuel: A review on the role of plastics and catalyst types,"The increasing global fuel consumption and growing environmental concerns are the impetuses to explore alternative energy that is clean and renewable for fuel production. Converting biomass and plastic waste into high-value fuel and chemicals via co-pyrolysis technique may provide a sustainable remediation to this problem. This review critically discussed the influence of various types of plastic wastes as co-reactant in co-pyrolysis with biomass on the product distribution, synergistic effect, and quality of bio-oil. The outcome of this review revealed that the addition of plastic enhanced the yield and quality of bio-oil and inhibited the production of oxygenated compound and coke formation. Next, the critical role of zeolite-based catalyst (microporous, mesoporous, hierarchical, and metal modified zeolite) and low-cost mineral-based catalyst in upgrading the yield and quality of liquid fuel were compared and discussed. The characteristic, synthesis method, strength, and limitation of each catalyst in upgrading the products were summarized. Hierarchical zeolites can resolve the problems of mass transfer, and diffusion limitation of large molecules into active sites associated with conventional zeolite due to the combination of two levels of porosity. Finally, the potential challenges and future directions for this technique were also suggested.",January 2023,Arabian Journal of Chemistry,"['zeolite-based', 'zeolite', 'zeolites']","['biomass plastic waste', 'plastic wastes', 'plastic']","['pyrolysis', 'co-pyrolysis technique']","['fuel production', 'alternative energy', 'product distribution', 'oil', 'production', 'products']"
77,10.1016/j.enconman.2022.116433,A state-of-the-art review on waste plastics-derived aviation fuel: Unveiling the heterogeneous catalytic systems and techno-economy feasibility of catalytic pyrolysis,"In recent years, there has been an increase in the amount of attention paid in published scientific works to the problems that waste plastics, and the associated issues cause in the land and marine ecosystems. Pyrolysis is a promising method for converting waste polymers into useful products such as aviation fuel oil, and the scientific and business communities have been attempting to commercialize it. Much work has been put into the research and development of efficient catalytic pyrolysis systems. There is, however, a significant gap in writing a cutting-edge review on the catalytic pyrolysis of waste plastics to produce aviation fuel oil using the PRISMA technique. The objective of this study is to examine the up-to-date scientific and technological breakthroughs associated with the existing aviation fuel production paths and to identify those that may eventually lead to the construction of a sustainable supply chain fuel. This study focuses on the catalytic pyrolysis of waste plastics to enhance aviation fuel oil production, the factors that affect the enhanced pyrolysis activity, such as process conditions, catalyst, kinetics, and mechanistic insights, as well as the technological feasibility analysis of waste plastic pyrolysis and the proposed setup for commercialization of catalytic plastic pyrolysis. It was discovered that catalytic pyrolysis, temperature, and reactor type could be used to simulate an adequate reactor model to attain the highest possible jet fuel efficiency with zeolites, activated carbon, clays, Fluid Catalytic Cracking (FCC), and metal-based catalysts. It can be concluded that the alterations of reaction conditions significantly impact the overall selectivity and composition of aviation fuel. The production of aviation fuel is essential for attaining technological and economic objectives, and the current research offers numerous effective ways to transform waste plastics straight into transportation jet fuel.",15 December 2022,Energy Conversion and Management,['zeolites'],"['plastics', 'waste polymers', 'waste plastics', 'waste plastic pyrolysis', 'catalytic plastic pyrolysis']","['pyrolysis', 'efficient catalytic pyrolysis systems', 'catalytic pyrolysis', 'enhanced pyrolysis activity', 'waste plastic pyrolysis', 'catalytic plastic pyrolysis', 'catalytic pyrolysis']","['useful products', 'aviation fuel oil', 'existing aviation fuel production paths', 'aviation fuel oil production', 'The production']"
78,10.1016/j.jhazmat.2021.125289,Catalytic conversion of plastic wastes using cost-effective bauxite residue as catalyst into H2-rich syngas and magnetic nanocomposites for chrome(VI) detoxification,"Red mud (RM) as bauxite residue from aluminum plant was investigated as cost-effective catalyst for pyrolysis and ex-situ catalytic conversion of plastic wastes into H2-rich syngas and magnetic carbon nanocomposites. The results showed that the introduction of RM catalyst elevated gas yield from 23.8 to 60.3 wt% as a rise of catalytic temperature (700–850 °C), due to its high iron activity for scission of polymer chains. Furthermore, the endothermic nature of cracking reactions of hydrocarbons led to the maximum H2 production of 28.8 mmol g feed − 1 and 63 vol% at 850 °C. The carbon/RM nanocomposites were comprehensively evaluated by multiple characterizations. High-resolution TEM indicated considerable carbon nanotubes(CNTs) depositing on the RM surface that modified iron sites dispersion and diminished nanoparticle size of iron at higher temperature of ≥ 800 °C. XRD and XPS results confirmed that higher temperature provided carbon components surrounding iron species to form metallic iron. The carbon/RMs were initially applied to chromium(VI) removal in sewage. RM-800 delivered high-profile adsorption capacity of 193.8 mg g−1, mainly attributed to the synergistic effect of chemical reduction by sufficient Fe0 exposure and CNTs growth promoting electrostatic attraction and electron transfer capacity. Furthermore, the correlation mechanism between catalytic temperature and the evolution of products and was discussed.",5 July 2021,Journal of Hazardous Materials,"['iron', 'aluminum', 'Fe0']","['plastic wastes', 'polymer chains']","['pyrolysis', 'conversion', 'ex-situ catalytic conversion']","['maximum H2 production', 'products']"
79,10.1016/j.ijhydene.2020.06.128,Ni–Pt/Al nano-sized catalyst supported on TNPs for hydrogen and valuable fuel production from the steam reforming of plastic waste dissolved in phenol,"In this research, titanium nanoparticles (TNPs) for Ni–Pt/Al nano-sized catalysts were prepared via the hydrothermal technique, and their catalytic performance for the polyethylene terephthalate (PET) as plastic waste and phenol steam reforming reaction was examined. Complementary characterization methods, such as BET, ICP, TEM, XRD, FTIR, NH3-TPD, H2-TPR, CO2-TPD, TGA, and CHNS, were conducted to relate surface functionality and structure to the activity of catalysts. The catalytic activity and stability with ten days on stream at 700 °C were investigated. It was found that the catalyst properties such as surface area and the number of acid sites play a crucial role in catalyst activity. The feed conversion and hydrogen yield for the optimum catalyst that is Ni–Pt/Ti–Al were found to be 92% and 75%, respectively. This research has also emphasized the opportunities of this method to resolve the threat of PET plastic waste to the environment concerning the creation of valuable fuels such as benzene, toluene, styrene, methylindene, etc.",3 September 2020,International Journal of Hydrogen Energy,"['Ni–Pt/Al', '–Pt/Ti', 'Ni', 'Al', 'titanium']","['polyethylene terephthalate', 'plastic waste', 'PET plastic waste']","['reforming', 'phenol steam reforming reaction', 'thermal', 'hydrothermal technique', 'The feed conversion', 'conversion']",['styrene']
80,10.1016/j.egypro.2014.01.212,Fuel Oil Production from Municipal Plastic Wastes in Sequential Pyrolysis and Catalytic Reforming Reactors,"The aim of this research was to study fuel oil production from municipal plastic wastes by sequential pyrolysis and catalytic reforming processes. Three kinds of municipal plastic wastes were collected from the final disposal site and the small recycling company in Yogyakarta city, Indonesia. Commercial Y-zeolite and natural zeolite catalysts were used in this study. The results show that the feedstock types strongly affect the product yields and the quality of liquid and solid products. HDPE waste produced the highest liquid fraction. The catalyst presences reduced the liquid fraction and increased the gaseous fraction. Furthermore, municipal plastic wastes pyrolysis produced higher heating value solid products than those of biomass and low rank coal.",2014,Energy Procedia,"['Y-zeolite', 'zeolite']","['municipal plastic wastes', 'HDPE waste', 'municipal plastic']","['pyrolysis', 'sequential pyrolysis', 'reforming', 'catalytic reforming processes']","['fuel oil production', 'product yields', 'liquid solid products', 'higher heating value solid products']"
81,10.1016/j.wasman.2014.08.014,Pyrolysis and catalytic pyrolysis as a recycling method of waste CDs originating from polycarbonate and HIPS,"Pyrolysis appears to be a promising recycling process since it could convert the disposed polymers to hydrocarbon based fuels or various useful chemicals. In the current study, two model polymers found in WEEEs, namely polycarbonate (PC) and high impact polystyrene (HIPS) and their counterparts found in waste commercial Compact Discs (CDs) were pyrolysed in a bench scale reactor. Both, thermal pyrolysis and pyrolysis in the presence of two catalytic materials (basic MgO and acidic ZSM-5 zeolite) was performed for all four types of polymers. Results have shown significant recovery of the monomers and valuable chemicals (phenols in the case of PC and aromatic hydrocarbons in the case of HIPS), while catalysts seem to decrease the selectivity towards the monomers and enhance the selectivity towards other desirable compounds.",December 2014,Waste Management,"['zeolite', 'MgO']","['disposed polymers', 'model polymers', 'waste commercial Compact Discs', 'polymers']","['thermal pyrolysis', 'pyrolysis', 'thermal']",['monomers']
82,10.1016/j.wasman.2015.12.024,Waste-to-energy: Dehalogenation of plastic-containing wastes,"The dehalogenation measurements could be carried out with the decomposition of plastic wastes simultaneously or successively. This paper reviewed the progresses in dehalogenation followed by thermochemical conversion of plastic-containing wastes for clean energy production. The pre-treatment method of MCT or HTT can eliminate the halogen in plastic wastes. The additives such as alkali-based metal oxides (e.g., CaO, NaOH), iron powders and minerals (e.g., quartz) can work as reaction mediums and accelerators with the objective of enhancing the mechanochemical reaction. The dehalogenation of waste plastics could be achieved by co-grinding with sustainable additives such as bio-wastes (e.g., rice husk), recyclable minerals (e.g., red mud) via MCT for solid fuels production. Interestingly, the solid fuel properties (e.g., particle size) could be significantly improved by HTT in addition with lignocellulosic biomass. Furthermore, the halogenated compounds in downstream thermal process could be eliminated by using catalysts and adsorbents. Most dehalogenation of plastic wastes primarily focuses on the transformation of organic halogen into inorganic halogen in terms of halogen hydrides or salts. The integrated process of MCT or HTT with the catalytic thermal decomposition is a promising way for clean energy production. The low-cost additives (e.g., red mud) used in the pre-treatment by MCT or HTT lead to a considerable synergistic effects including catalytic effect contributing to the follow-up thermal decomposition.",March 2016,Waste Management,"['quartz', 'CaO', 'iron']","['plastic wastes', 'plastic-containing wastes', 'waste plastics', 'wastes']","['conversion', 'thermochemical conversion', 'chemical conversion', 'thermal', 'downstream thermal process', 'catalytic thermal decomposition', 'follow-up thermal decomposition']","['clean energy production', 'solid fuels production']"
83,10.1016/j.wasman.2015.12.024,Waste-to-energy: Dehalogenation of plastic-containing wastes,"The dehalogenation measurements could be carried out with the decomposition of plastic wastes simultaneously or successively. This paper reviewed the progresses in dehalogenation followed by thermochemical conversion of plastic-containing wastes for clean energy production. The pre-treatment method of MCT or HTT can eliminate the halogen in plastic wastes. The additives such as alkali-based metal oxides (e.g., CaO, NaOH), iron powders and minerals (e.g., quartz) can work as reaction mediums and accelerators with the objective of enhancing the mechanochemical reaction. The dehalogenation of waste plastics could be achieved by co-grinding with sustainable additives such as bio-wastes (e.g., rice husk), recyclable minerals (e.g., red mud) via MCT for solid fuels production. Interestingly, the solid fuel properties (e.g., particle size) could be significantly improved by HTT in addition with lignocellulosic biomass. Furthermore, the halogenated compounds in downstream thermal process could be eliminated by using catalysts and adsorbents. Most dehalogenation of plastic wastes primarily focuses on the transformation of organic halogen into inorganic halogen in terms of halogen hydrides or salts. The integrated process of MCT or HTT with the catalytic thermal decomposition is a promising way for clean energy production. The low-cost additives (e.g., red mud) used in the pre-treatment by MCT or HTT lead to a considerable synergistic effects including catalytic effect contributing to the follow-up thermal decomposition.",March 2016,Waste Management,"['quartz', 'CaO', 'iron']","['plastic wastes', 'plastic-containing wastes', 'waste plastics', 'wastes']","['conversion', 'thermochemical conversion', 'chemical conversion', 'thermal', 'downstream thermal process', 'catalytic thermal decomposition', 'follow-up thermal decomposition']","['clean energy production', 'solid fuels production']"
84,10.1016/j.apcata.2022.118936,Alcoholysis of waste PLA-based plastics to methyl lactate over sulfated ZrO2/SiO2 catalyst,"Polylactic acid (PLA) is popularly used to replace some petroleum-based polymers due to its biodegradability. However, biodegradation of waste PLA requires specific bacteria, stringent conditions and long time. Catalytic recycling of waste PLA to valuable added products rather than composting is a sustainable green routine. In this work, catalytic alcoholysis of waste PLA to methyl lactate (MLA) was carried out over a SiO2 @UiO-66 derived solid acid (SO2– 4/ZrO2/SiO2). Characterizations indicated that SO2– 4/ZrO2/SiO2 processed large surface area and homogenously dispersed acid sites, and it exhibited excellent performance for the alcoholysis of waste PLA under mild conditions. At 140 oC, the yield of MLA is 92.7% within 5 h, and SO2– 4/ZrO2/SiO2 could be recycled at least five times without obvious loss of activity. The specific yield of MLA over SO2– 4/ZrO2/SiO2 reached 2678 mg-MLA/g-cat/h, which was higher than that of H3PW12O40, Amberlyst-45, Hβ, HZSM-5 and α-ZrP. At the same time, SO2– 4/ZrO2/SiO2 was also capable of the alcoholysis of waste PLA-based products. A possible pathway of PLA alcoholysis over SO2– 4/ZrO2/SiO2 catalyst was proposed.",5 January 2023,Applied Catalysis A: General,"['4/ZrO2/SiO2', '/SiO2', 'H3PW12O40']","['petroleum-based polymers', 'waste PLA', 'waste PLA-based products']","['biodegradation', 'degradation']","['valuable added products', 'waste PLA-based products']"
85,10.1016/j.fuel.2021.121440,Drop-in fuel production with plastic waste pyrolysis oil over catalytic separation,"The catalytic upgrading of plastic pyrolysis oil was conducted in a 2-kg-scale pyrolysis oil separation system with or without zeolite 4A, Cu-based (MDC-7) and Ni-based catalysts to produce light (F1), middle (F2) and heavy (F3) oil fractions. From the preliminary separation tests without a catalyst, the separation vapor temperature for diesel-like middle fraction (C11 - C22) was determined to be in the range of 107–305 °C. After the pyrolysis oil separation with catalysts, the heavy carbon range (>C23) sharply decreased from 22.1 wt% in the crude plastic pyrolysis oil to 0.1–1.6 wt% and 7.3–8.4 wt% in the F1 and F2, respectively. Among three catalysts, Ni-based catalyst exhibited the highest deoxygenation capacity (1.23% O in F1 and 0.3% O in F2) owing to its strong acid sites concentration (1.115 mmol/g). Accordingly, the order of the deoxygenation capacity was Ni-based > MDC-7 > zeolite 4A > no catalyst. Moreover, the catalytic reactions (deoxygenation) and coke formation mainly occurred on the strong acid sites. MDC-7 catalyst contributed to more production of C6–C10 range (15.8 %) with aromatic and naphthenic compounds. In contrast, the major catalytic mechanisms of Ni-based catalyst were dehydration, decarboxylation and decarbonylation reactions. In addition, the physical properties of catalytically upgraded pyrolysis oil were close to those of the petroleum-based fuels. Finally, the current study suggested that Ni-based catalyst was a suitable catalyst for the production of diesel-like fraction (C11-C12) with the lowest contents of oxygen from the plastic pyrolysis oil.",1 December 2021,Fuel,['Ni-based'],"['plastic pyrolysis oil', 'crude plastic pyrolysis oil', 'plastic pyrolysis oil']","['pyrolysis', 'plastic pyrolysis oil', '2-kg-scale pyrolysis oil separation', 'pyrolysis oil separation', 'crude plastic pyrolysis oil', 'catalytically upgraded pyrolysis oil', 'plastic pyrolysis oil']","['plastic pyrolysis oil', '2-kg-scale pyrolysis oil separation', 'heavy (F3) oil fractions', 'pyrolysis oil separation', 'crude plastic pyrolysis oil', 'production', 'catalytically upgraded pyrolysis oil', 'production', 'plastic pyrolysis oil']"
86,10.1016/j.polymdegradstab.2022.110168,Efficient glycolysis of recycling poly(ethylene terephthalate) via combination of organocatalyst and metal salt,"The recycling of discarded polyethylene terephthalate (PET) is an effective way of catering to global sustainable economic development strategies. It is well known that catalysts play a crucial role in the degradation of PET, based on the fact that most of the currently available catalysts have some disadvantages, including complex preparation process, severe reaction conditions and insufficient reaction efficiency. Herein, we report a combination of metal catalyst and organoazacyclic 1,8-diazabicyclo [5.4.0]undec-7-ene (DBU) as cooperating catalysts were used to depolymerize waste polyethylene terephthalate into bis(2-hydroxyethyl) terephthalate (BHET) directly. Screening of several metal salts under optimal conditions showed that zinc acetate ((Zn(OAc)2) was the most effective co-catalyst. The waste PET could be completely depolymerized at 180 °C for 77 min with the weight ratio of EG/PET was 3:1 and the molar ratio of Zn(OAc)2/DBU was 1:2, and the content of BHET in the recrystallized product reached 78.2%. Kinetic studies showed that the activation energy of depolymerization of PET was 115.48 kJ/mol. It was speculated that the hydrogen bond formed by Zn(OAc)2/DBU and EG exhibited excellent catalytic effect in the glycolysis process. Therefore, it is hopeful that this simple and mild composite catalyst can provide industrial ideas for recycling other waste polyesters.",December 2022,Polymer Degradation and Stability,"['DBU', '2/DBU']","['discarded polyethylene terephthalate', 'waste polyethylene', 'The waste PET', 'depolymerization', 'waste polyesters']","['degradation', 'degradation', 'depolymerization', 'glycolysis', 'glycolysis process']","['(BHET', 'BHET', 'recrystallized product', 'activation energy']"
87,10.1016/j.apcata.2022.118936,Alcoholysis of waste PLA-based plastics to methyl lactate over sulfated ZrO2/SiO2 catalyst,"Polylactic acid (PLA) is popularly used to replace some petroleum-based polymers due to its biodegradability. However, biodegradation of waste PLA requires specific bacteria, stringent conditions and long time. Catalytic recycling of waste PLA to valuable added products rather than composting is a sustainable green routine. In this work, catalytic alcoholysis of waste PLA to methyl lactate (MLA) was carried out over a SiO2 @UiO-66 derived solid acid (SO2– 4/ZrO2/SiO2). Characterizations indicated that SO2– 4/ZrO2/SiO2 processed large surface area and homogenously dispersed acid sites, and it exhibited excellent performance for the alcoholysis of waste PLA under mild conditions. At 140 oC, the yield of MLA is 92.7% within 5 h, and SO2– 4/ZrO2/SiO2 could be recycled at least five times without obvious loss of activity. The specific yield of MLA over SO2– 4/ZrO2/SiO2 reached 2678 mg-MLA/g-cat/h, which was higher than that of H3PW12O40, Amberlyst-45, Hβ, HZSM-5 and α-ZrP. At the same time, SO2– 4/ZrO2/SiO2 was also capable of the alcoholysis of waste PLA-based products. A possible pathway of PLA alcoholysis over SO2– 4/ZrO2/SiO2 catalyst was proposed.",5 January 2023,Applied Catalysis A: General,"['4/ZrO2/SiO2', '/SiO2', 'H3PW12O40']","['petroleum-based polymers', 'waste PLA', 'waste PLA-based products']","['biodegradation', 'degradation']","['valuable added products', 'waste PLA-based products']"
88,10.1016/j.fuel.2021.121440,Drop-in fuel production with plastic waste pyrolysis oil over catalytic separation,"The catalytic upgrading of plastic pyrolysis oil was conducted in a 2-kg-scale pyrolysis oil separation system with or without zeolite 4A, Cu-based (MDC-7) and Ni-based catalysts to produce light (F1), middle (F2) and heavy (F3) oil fractions. From the preliminary separation tests without a catalyst, the separation vapor temperature for diesel-like middle fraction (C11 - C22) was determined to be in the range of 107–305 °C. After the pyrolysis oil separation with catalysts, the heavy carbon range (>C23) sharply decreased from 22.1 wt% in the crude plastic pyrolysis oil to 0.1–1.6 wt% and 7.3–8.4 wt% in the F1 and F2, respectively. Among three catalysts, Ni-based catalyst exhibited the highest deoxygenation capacity (1.23% O in F1 and 0.3% O in F2) owing to its strong acid sites concentration (1.115 mmol/g). Accordingly, the order of the deoxygenation capacity was Ni-based > MDC-7 > zeolite 4A > no catalyst. Moreover, the catalytic reactions (deoxygenation) and coke formation mainly occurred on the strong acid sites. MDC-7 catalyst contributed to more production of C6–C10 range (15.8 %) with aromatic and naphthenic compounds. In contrast, the major catalytic mechanisms of Ni-based catalyst were dehydration, decarboxylation and decarbonylation reactions. In addition, the physical properties of catalytically upgraded pyrolysis oil were close to those of the petroleum-based fuels. Finally, the current study suggested that Ni-based catalyst was a suitable catalyst for the production of diesel-like fraction (C11-C12) with the lowest contents of oxygen from the plastic pyrolysis oil.",1 December 2021,Fuel,['Ni-based'],"['plastic pyrolysis oil', 'crude plastic pyrolysis oil', 'plastic pyrolysis oil']","['pyrolysis', 'plastic pyrolysis oil', '2-kg-scale pyrolysis oil separation', 'pyrolysis oil separation', 'crude plastic pyrolysis oil', 'catalytically upgraded pyrolysis oil', 'plastic pyrolysis oil']","['plastic pyrolysis oil', '2-kg-scale pyrolysis oil separation', 'heavy (F3) oil fractions', 'pyrolysis oil separation', 'crude plastic pyrolysis oil', 'production', 'catalytically upgraded pyrolysis oil', 'production', 'plastic pyrolysis oil']"
